code,name,date,description
ES08114,Martorell,,
ES08114,Martorell,,
ES08115,Martorelles,,
ES08115,Martorelles,,
ES08116,Les Masies de Roda,,
ES08116,Les Masies de Roda,,
ES08117,Les Masies de Voltregà,,
ES08117,Les Masies de Voltregà,,
ES08118,El Masnou,,
ES08118,El Masnou,,
ES08119,Masquefa,,
ES08119,Masquefa,,
ES08120,Matadepera,,
ES08120,Matadepera,,
ES08121,Mataró,,
ES08121,Mataró,,
ES08122,Mediona,,
ES08122,Mediona,,
ES08123,Molins de Rei,,
ES08123,Molins de Rei,,
ES08124,Mollet del Vallès,,
ES08124,Mollet del Vallès,,
ES08125,Montcada i Reixac,,
ES08125,Montcada i Reixac,,
ES08126,Montgat,,
ES08126,Montgat,,
ES08127,Monistrol de Montserrat,,
ES08127,Monistrol de Montserrat,,
ES08128,Monistrol de Calders,,
ES08128,Monistrol de Calders,,
ES08129,Muntanyola,,
ES08129,Muntanyola,,
ES08130,Montclar,,
ES08130,Montclar,,
ES08131,Montesquiu,,
ES08131,Montesquiu,,
ES08132,Montmajor,,
ES08132,Montmajor,,
ES08133,Montmaneu,,
ES08133,Montmaneu,,
ES08134,Figaró-Montmany,,
ES08134,Figaró-Montmany,,
ES08135,Montmeló,,
ES08135,Montmeló,,
ES08136,Montornès del Vallès,,
ES08136,Montornès del Vallès,,
ES08137,Montseny,,
ES08137,Montseny,,
ES08138,Moià,,
ES08138,Moià,,
ES08139,Mura,,
ES08139,Mura,,
ES08140,Navarcles,,
ES08140,Navarcles,,
ES08141,Navàs,,
ES08141,Navàs,,
ES08142,La Nou de Berguedà,,
ES08142,La Nou de Berguedà,,
ES08143,Òdena,,
ES08143,Òdena,,
ES08144,Olvan,,
ES08144,Olvan,,
ES08145,Olèrdola,,
ES08145,Olèrdola,,
ES08146,Olesa de Bonesvalls,,
ES08146,Olesa de Bonesvalls,,
ES08147,Olesa de Montserrat,,
ES08147,Olesa de Montserrat,,
ES08148,Olivella,,
ES08148,Olivella,,
ES08149,Olost,,
ES08149,Olost,,
ES08150,Orís,,
ES08150,Orís,,
ES08151,Oristà,,
ES08151,Oristà,,
ES08152,Orpí,,
ES08152,Orpí,,
ES08153,Òrrius,,
ES08153,Òrrius,,
ES08154,Pacs del Penedès,,
ES08154,Pacs del Penedès,,
ES08155,Palafolls,,
ES08155,Palafolls,,
ES08156,Palau-solità i Plegamans,,
ES08156,Palau-solità i Plegamans,,
ES08157,Pallejà,,
ES08157,Pallejà,,
ES08158,El Papiol,,
ES08158,El Papiol,,
ES08159,Parets del Vallès,,
ES08159,Parets del Vallès,,
ES08160,Perafita,,
ES08160,Perafita,,
ES08161,Piera,,
ES08161,Piera,,
ES08162,Els Hostalets de Pierola,,
ES08162,Els Hostalets de Pierola,,
ES08163,Pineda de Mar,,
ES08163,Pineda de Mar,,
ES08164,El Pla del Penedès,,
ES08164,El Pla del Penedès,,
ES08165,La Pobla de Claramunt,,
ES08165,La Pobla de Claramunt,,
ES08166,La Pobla de Lillet,,
ES08166,La Pobla de Lillet,,
ES08167,Polinyà,,
ES08167,Polinyà,,
ES08168,Pontons,,
ES08168,Pontons,,
ES08169,El Prat de Llobregat,,
ES08169,El Prat de Llobregat,,
ES08170,Els Prats de Rei,,
ES08170,Els Prats de Rei,,
ES08171,Prats de Lluçanès,,
ES08171,Prats de Lluçanès,,
ES08172,Premià de Mar,,
ES08172,Premià de Mar,,
ES08174,Puigdàlber,,
ES08174,Puigdàlber,,
ES08175,Puig-reig,,
ES08175,Puig-reig,,
ES08176,Pujalt,,
ES08176,Pujalt,,
ES08177,La Quar,,
ES08177,La Quar,,
ES08178,Rajadell,,
ES08178,Rajadell,,
ES08179,Rellinars,,
ES08179,Rellinars,,
ES08180,Ripollet,,
ES08180,Ripollet,,
ES08181,La Roca del Vallès,,
ES08181,La Roca del Vallès,,
ES08182,El Pont de Vilomara i Rocafort,,
ES08182,El Pont de Vilomara i Rocafort,,
ES08183,Roda de Ter,,
ES08183,Roda de Ter,,
ES08184,Rubí,,
ES08184,Rubí,,
ES08185,Rubió,,
ES08185,Rubió,,
ES08187,Sabadell,,
ES08187,Sabadell,,
ES08188,Sagàs,,
ES08188,Sagàs,,
ES08189,Sant Pere Sallavinera,,
ES08189,Sant Pere Sallavinera,,
ES08190,Saldes,,
ES08190,Saldes,,
ES08191,Sallent,,
ES08191,Sallent,,
ES08192,Santpedor,,
ES08192,Santpedor,,
ES08193,Sant Iscle de Vallalta,,
ES08193,Sant Iscle de Vallalta,,
ES08194,Sant Adrià de Besòs,,
ES08194,Sant Adrià de Besòs,,
ES08195,Sant Agustí de Lluçanès,,
ES08195,Sant Agustí de Lluçanès,,
ES08196,Sant Andreu de la Barca,,
ES08196,Sant Andreu de la Barca,,
ES08197,Sant Andreu de Llavaneres,,
ES08197,Sant Andreu de Llavaneres,,
ES08198,Sant Antoni de Vilamajor,,
ES08198,Sant Antoni de Vilamajor,,
ES08199,Sant Bartomeu del Grau,,
ES08199,Sant Bartomeu del Grau,,
ES08200,Sant Boi de Llobregat,,
ES08200,Sant Boi de Llobregat,,
ES08201,Sant Boi de Lluçanès,,
ES08201,Sant Boi de Lluçanès,,
ES08202,Sant Celoni,,
ES08202,Sant Celoni,,
ES08203,Sant Cebrià de Vallalta,,
ES08203,Sant Cebrià de Vallalta,,
ES08204,Sant Climent de Llobregat,,
ES08204,Sant Climent de Llobregat,,
ES08205,Sant Cugat del Vallès,,
ES08205,Sant Cugat del Vallès,,
ES08206,Sant Cugat Sesgarrigues,,
ES08206,Sant Cugat Sesgarrigues,,
ES08207,Sant Esteve de Palautordera,,
ES08207,Sant Esteve de Palautordera,,
ES08208,Sant Esteve Sesrovires,,
ES08208,Sant Esteve Sesrovires,,
ES08209,Sant Fost de Campsentelles,,
ES08209,Sant Fost de Campsentelles,,
ES08210,Sant Feliu de Codines,,
ES08210,Sant Feliu de Codines,,
ES08211,Sant Feliu de Llobregat,,
ES08211,Sant Feliu de Llobregat,,
ES08212,Sant Feliu Sasserra,,
ES08212,Sant Feliu Sasserra,,
ES08213,Sant Fruitós de Bages,,
ES08213,Sant Fruitós de Bages,,
ES08214,Vilassar de Dalt,,
ES08214,Vilassar de Dalt,,
ES08215,Sant Hipòlit de Voltregà,,
ES08215,Sant Hipòlit de Voltregà,,
ES08216,Sant Jaume de Frontanyà,,
ES08216,Sant Jaume de Frontanyà,,
ES08217,Sant Joan Despí,,
ES08217,Sant Joan Despí,,
ES08218,Sant Joan de Vilatorrada,,
ES08218,Sant Joan de Vilatorrada,,
ES08219,Vilassar de Mar,,
ES08219,Vilassar de Mar,,
ES08220,Sant Julià de Vilatorta,,
ES08220,Sant Julià de Vilatorta,,
ES08221,Sant Just Desvern,,
ES08221,Sant Just Desvern,,
ES08222,Sant Llorenç d'Hortons,,
ES08222,Sant Llorenç d'Hortons,,
ES08223,Sant Llorenç Savall,,
ES08223,Sant Llorenç Savall,,
ES08224,Sant Martí de Centelles,,
ES08224,Sant Martí de Centelles,,
ES08225,Sant Martí d'Albars,,
ES08225,Sant Martí d'Albars,,
ES08226,Sant Martí de Tous,,
ES08226,Sant Martí de Tous,,
ES08227,Sant Martí Sarroca,,
ES08227,Sant Martí Sarroca,,
ES08228,Sant Martí Sesgueioles,,
ES08228,Sant Martí Sesgueioles,,
ES08229,Sant Mateu de Bages,,
ES08229,Sant Mateu de Bages,,
ES08230,Premià de Dalt,,
ES08230,Premià de Dalt,,
ES08231,Sant Pere de Ribes,,
ES08231,Sant Pere de Ribes,,
ES08232,Sant Pere de Riudebitlles,,
ES08232,Sant Pere de Riudebitlles,,
ES08233,Sant Pere de Torelló,,
ES08233,Sant Pere de Torelló,,
ES08234,Sant Pere de Vilamajor,,
ES08234,Sant Pere de Vilamajor,,
ES08235,Sant Pol de Mar,,
ES08235,Sant Pol de Mar,,
ES08236,Sant Quintí de Mediona,,
ES08236,Sant Quintí de Mediona,,
ES08237,Sant Quirze de Besora,,
ES08237,Sant Quirze de Besora,,
ES08238,Sant Quirze del Vallès,,
ES08238,Sant Quirze del Vallès,,
ES08239,Sant Quirze Safaja,,
ES08239,Sant Quirze Safaja,,
ES08240,Sant Sadurní d'Anoia,,
ES08240,Sant Sadurní d'Anoia,,
ES08241,Sant Sadurní d'Osormort,,
ES08241,Sant Sadurní d'Osormort,,
ES08242,Marganell,,
ES08242,Marganell,,
ES08243,Santa Cecília de Voltregà,,
ES08243,Santa Cecília de Voltregà,,
ES08244,Santa Coloma de Cervelló,,
ES08244,Santa Coloma de Cervelló,,
ES08245,Santa Coloma de Gramenet,,
ES08245,Santa Coloma de Gramenet,,
ES08246,Santa Eugènia de Berga,,
ES08246,Santa Eugènia de Berga,,
ES08247,Santa Eulàlia de Riuprimer,,
ES08247,Santa Eulàlia de Riuprimer,,
ES08248,Santa Eulàlia de Ronçana,,
ES08248,Santa Eulàlia de Ronçana,,
ES08249,Santa Fe del Penedès,,
ES08249,Santa Fe del Penedès,,
ES08250,Santa Margarida de Montbui,,
ES08250,Santa Margarida de Montbui,,
ES08251,Santa Margarida i els Monjos,,
ES08251,Santa Margarida i els Monjos,,
ES08252,Barberà del Vallès,,
ES08252,Barberà del Vallès,,
ES08253,Santa Maria de Besora,,
ES08253,Santa Maria de Besora,,
ES08254,Santa Maria de Corcó,,
ES08254,Santa Maria de Corcó,,
ES08255,Santa Maria de Merlès,,
ES08255,Santa Maria de Merlès,,
ES08256,Santa Maria de Martorelles,,
ES08256,Santa Maria de Martorelles,,
ES08257,Santa Maria de Miralles,,
ES08257,Santa Maria de Miralles,,
ES08258,Santa Maria d'Oló,,
ES08258,Santa Maria d'Oló,,
ES08259,Santa Maria de Palautordera,,
ES08259,Santa Maria de Palautordera,,
ES08260,Santa Perpètua de Mogoda,,
ES08260,Santa Perpètua de Mogoda,,
ES08261,Santa Susanna,,
ES08261,Santa Susanna,,
ES08262,Sant Vicenç de Castellet,,
ES08262,Sant Vicenç de Castellet,,
ES08263,Sant Vicenç dels Horts,,
ES08263,Sant Vicenç dels Horts,,
ES08264,Sant Vicenç de Montalt,,
ES08264,Sant Vicenç de Montalt,,
ES08265,Sant Vicenç de Torelló,,
ES08265,Sant Vicenç de Torelló,,
ES08266,Cerdanyola del Vallès,,
ES08266,Cerdanyola del Vallès,,
ES08267,Sentmenat,,
ES08267,Sentmenat,,
ES08268,Cercs,,
ES08268,Cercs,,
ES08269,Seva,,
ES08269,Seva,,
ES08270,Sitges,,
ES08270,Sitges,,
ES08271,Sobremunt,,
ES08271,Sobremunt,,
ES08272,Sora,,
ES08272,Sora,,
ES08273,Subirats,,
ES08273,Subirats,,
ES08274,Súria,,
ES08274,Súria,,
ES08275,Tavèrnoles,,
ES08275,Tavèrnoles,,
ES08276,Tagamanent,,
ES08276,Tagamanent,,
ES08277,Talamanca,,
ES08277,Talamanca,,
ES08278,Taradell,,
ES08278,Taradell,,
ES08279,Terrassa,,
ES08279,Terrassa,,
ES08280,Tavertet,,
ES08280,Tavertet,,
ES08281,Teià,,
ES08281,Teià,,
ES08282,Tiana,,
ES08282,Tiana,,
ES08283,Tona,,
ES08283,Tona,,
ES08284,Tordera,,
ES08284,Tordera,,
ES08285,Torelló,,
ES08285,Torelló,,
ES08286,La Torre de Claramunt,,
ES08286,La Torre de Claramunt,,
ES08287,Torrelavit,,
ES08287,Torrelavit,,
ES08288,Torrelles de Foix,,
ES08288,Torrelles de Foix,,
ES08289,Torrelles de Llobregat,,
ES08289,Torrelles de Llobregat,,
ES08290,Ullastrell,,
ES08290,Ullastrell,,
ES08291,Vacarisses,,
ES08291,Vacarisses,,
ES08292,Vallbona d'Anoia,,
ES08292,Vallbona d'Anoia,,
ES08293,Vallcebre,,
ES08293,Vallcebre,,
ES08294,Vallgorguina,,
ES08294,Vallgorguina,,
ES08295,Vallirana,,
ES08295,Vallirana,,
ES08296,Vallromanes,,
ES08296,Vallromanes,,
ES08297,Veciana,,
ES08297,Veciana,,
ES08298,Vic,,
ES08298,Vic,,
ES08299,Vilada,,
ES08299,Vilada,,
ES08300,Viladecavalls,,
ES08300,Viladecavalls,,
ES08301,Viladecans,,
ES08301,Viladecans,,
ES08302,Vilanova del Camí,,
ES08302,Vilanova del Camí,,
ES08303,Vilanova de Sau,,
ES08303,Vilanova de Sau,,
ES08304,Vilobí del Penedès,,
ES08304,Vilobí del Penedès,,
ES08305,Vilafranca del Penedès,,
ES08305,Vilafranca del Penedès,,
ES08306,Vilalba Sasserra,,
ES08306,Vilalba Sasserra,,
ES08307,Vilanova i la Geltrú,,
ES08307,Vilanova i la Geltrú,,
ES08308,Viver i Serrateix,,
ES08308,Viver i Serrateix,,
ES08901,Rupit i Pruit,,
ES08901,Rupit i Pruit,,
ES08902,Vilanova del Vallès,,
ES08902,Vilanova del Vallès,,
ES08903,Sant Julià de Cerdanyola,,
ES08903,Sant Julià de Cerdanyola,,
ES08904,Badia del Vallès,,
ES08904,Badia del Vallès,,
ES08905,La Palma de Cervelló,,
ES08905,La Palma de Cervelló,,
ES09001,Abajas,,
ES09001,Abajas,,
ES09003,Adrada de Haza,,
ES09003,Adrada de Haza,,
ES09006,Aguas Cándidas,,
ES09006,Aguas Cándidas,,
ES09007,Aguilar de Bureba,,
ES09007,Aguilar de Bureba,,
ES09009,Albillos,,
ES09009,Albillos,,
ES09010,Alcocero de Mola,,
ES09010,Alcocero de Mola,,
ES09011,Alfoz de Bricia,,
ES09011,Alfoz de Bricia,,
ES09012,Alfoz de Santa Gadea,,
ES09012,Alfoz de Santa Gadea,,
ES09013,Altable,,
ES09013,Altable,,
ES09014,Los Altos,,
ES09014,Los Altos,,
ES09016,Ameyugo,,
ES09016,Ameyugo,,
ES09017,Anguix,,
ES09017,Anguix,,
ES09018,Aranda de Duero,,
ES09018,Aranda de Duero,,
ES09019,Arandilla,,
ES09019,Arandilla,,
ES09020,Arauzo de Miel,,
ES09020,Arauzo de Miel,,
ES09021,Arauzo de Salce,,
ES09021,Arauzo de Salce,,
ES09022,Arauzo de Torre,,
ES09022,Arauzo de Torre,,
ES09023,Arcos,,
ES09023,Arcos,,
ES09024,Arenillas de Riopisuerga,,
ES09024,Arenillas de Riopisuerga,,
ES09025,Arija,,
ES09025,Arija,,
ES09026,Arlanzón,,
ES09026,Arlanzón,,
ES09027,Arraya de Oca,,
ES09027,Arraya de Oca,,
ES09029,Atapuerca,,
ES09029,Atapuerca,,
ES09030,Los Ausines,,
ES09030,Los Ausines,,
ES09032,Avellanosa de Muñó,,
ES09032,Avellanosa de Muñó,,
ES09033,Bahabón de Esgueva,,
ES09033,Bahabón de Esgueva,,
ES09034,Los Balbases,,
ES09034,Los Balbases,,
ES09035,Baños de Valdearados,,
ES09035,Baños de Valdearados,,
ES09036,Bañuelos de Bureba,,
ES09036,Bañuelos de Bureba,,
ES09037,Barbadillo de Herreros,,
ES09037,Barbadillo de Herreros,,
ES09038,Barbadillo del Mercado,,
ES09038,Barbadillo del Mercado,,
ES09039,Barbadillo del Pez,,
ES09039,Barbadillo del Pez,,
ES09041,Barrio de Muñó,,
ES09041,Barrio de Muñó,,
ES09043,Los Barrios de Bureba,,
ES09043,Los Barrios de Bureba,,
ES09044,Barrios de Colina,,
ES09044,Barrios de Colina,,
ES09045,Basconcillos del Tozo,,
ES09045,Basconcillos del Tozo,,
ES09046,Bascuñana,,
ES09046,Bascuñana,,
ES09047,Belbimbre,,
ES09047,Belbimbre,,
ES09048,Belorado,,
ES09048,Belorado,,
ES09050,Berberana,,
ES09050,Berberana,,
ES09051,Berlangas de Roa,,
ES09051,Berlangas de Roa,,
ES09052,Berzosa de Bureba,,
ES09052,Berzosa de Bureba,,
ES09054,Bozoó,,
ES09054,Bozoó,,
ES09055,Brazacorta,,
ES09055,Brazacorta,,
ES09056,Briviesca,,
ES09056,Briviesca,,
ES09057,Bugedo,,
ES09057,Bugedo,,
ES09058,Buniel,,
ES09058,Buniel,,
ES09059,Burgos,,
ES09059,Burgos,,
ES09060,Busto de Bureba,,
ES09060,Busto de Bureba,,
ES09061,Cabañes de Esgueva,,
ES09061,Cabañes de Esgueva,,
ES09062,Cabezón de la Sierra,,
ES09062,Cabezón de la Sierra,,
ES09063,Cavia,,
ES09063,Cavia,,
ES09064,Caleruega,,
ES09064,Caleruega,,
ES09065,Campillo de Aranda,,
ES09065,Campillo de Aranda,,
ES09066,Campolara,,
ES09066,Campolara,,
ES09067,Canicosa de la Sierra,,
ES09067,Canicosa de la Sierra,,
ES09068,Cantabrana,,
ES09068,Cantabrana,,
ES09070,Carazo,,
ES09070,Carazo,,
ES09071,Carcedo de Bureba,,
ES09071,Carcedo de Bureba,,
ES09072,Carcedo de Burgos,,
ES09072,Carcedo de Burgos,,
ES09073,Cardeñadijo,,
ES09073,Cardeñadijo,,
ES09074,Cardeñajimeno,,
ES09074,Cardeñajimeno,,
ES09075,Cardeñuela Riopico,,
ES09075,Cardeñuela Riopico,,
ES09076,Carrias,,
ES09076,Carrias,,
ES09077,Cascajares de Bureba,,
ES09077,Cascajares de Bureba,,
ES09078,Cascajares de la Sierra,,
ES09078,Cascajares de la Sierra,,
ES09079,Castellanos de Castro,,
ES09079,Castellanos de Castro,,
ES09082,Castildelgado,,
ES09082,Castildelgado,,
ES09083,Castil de Peones,,
ES09083,Castil de Peones,,
ES09084,Castrillo de la Reina,,
ES09084,Castrillo de la Reina,,
ES09085,Castrillo de la Vega,,
ES09085,Castrillo de la Vega,,
ES09086,Castrillo del Val,,
ES09086,Castrillo del Val,,
ES09088,Castrillo de Riopisuerga,,
ES09088,Castrillo de Riopisuerga,,
ES09090,Castrillo Matajudíos,,
ES09090,Castrillo Matajudíos,,
ES09091,Castrojeriz,,
ES09091,Castrojeriz,,
ES09093,Cayuela,,
ES09093,Cayuela,,
ES09094,Cebrecos,,
ES09094,Cebrecos,,
ES09095,Celada del Camino,,
ES09095,Celada del Camino,,
ES09098,Cerezo de Río Tirón,,
ES09098,Cerezo de Río Tirón,,
ES09100,Cerratón de Juarros,,
ES09100,Cerratón de Juarros,,
ES09101,Ciadoncha,,
ES09101,Ciadoncha,,
ES09102,Cillaperlata,,
ES09102,Cillaperlata,,
ES09103,Cilleruelo de Abajo,,
ES09103,Cilleruelo de Abajo,,
ES09104,Cilleruelo de Arriba,,
ES09104,Cilleruelo de Arriba,,
ES09105,Ciruelos de Cervera,,
ES09105,Ciruelos de Cervera,,
ES09108,Cogollos,,
ES09108,Cogollos,,
ES09109,Condado de Treviño,,
ES09109,Condado de Treviño,,
ES09110,Contreras,,
ES09110,Contreras,,
ES09112,Coruña del Conde,,
ES09112,Coruña del Conde,,
ES09113,Covarrubias,,
ES09113,Covarrubias,,
ES09114,Cubillo del Campo,,
ES09114,Cubillo del Campo,,
ES09115,Cubo de Bureba,,
ES09115,Cubo de Bureba,,
ES09117,La Cueva de Roa,,
ES09117,La Cueva de Roa,,
ES09119,Cuevas de San Clemente,,
ES09119,Cuevas de San Clemente,,
ES09120,Encío,,
ES09120,Encío,,
ES09122,Espinosa de Cervera,,
ES09122,Espinosa de Cervera,,
ES09123,Espinosa del Camino,,
ES09123,Espinosa del Camino,,
ES09124,Espinosa de los Monteros,,
ES09124,Espinosa de los Monteros,,
ES09125,Estépar,,
ES09125,Estépar,,
ES09127,Fontioso,,
ES09127,Fontioso,,
ES09128,Frandovínez,,
ES09128,Frandovínez,,
ES09129,Fresneda de la Sierra Tirón,,
ES09129,Fresneda de la Sierra Tirón,,
ES09130,Fresneña,,
ES09130,Fresneña,,
ES09131,Fresnillo de las Dueñas,,
ES09131,Fresnillo de las Dueñas,,
ES09132,Fresno de Río Tirón,,
ES09132,Fresno de Río Tirón,,
ES09133,Fresno de Rodilla,,
ES09133,Fresno de Rodilla,,
ES09134,Frías,,
ES09134,Frías,,
ES09135,Fuentebureba,,
ES09135,Fuentebureba,,
ES09136,Fuentecén,,
ES09136,Fuentecén,,
ES09137,Fuentelcésped,,
ES09137,Fuentelcésped,,
ES09138,Fuentelisendo,,
ES09138,Fuentelisendo,,
ES09139,Fuentemolinos,,
ES09139,Fuentemolinos,,
ES09140,Fuentenebro,,
ES09140,Fuentenebro,,
ES09141,Fuentespina,,
ES09141,Fuentespina,,
ES09143,Galbarros,,
ES09143,Galbarros,,
ES09144,La Gallega,,
ES09144,La Gallega,,
ES09148,Grijalba,,
ES09148,Grijalba,,
ES09149,Grisaleña,,
ES09149,Grisaleña,,
ES09151,Gumiel de Izán,,
ES09151,Gumiel de Izán,,
ES09152,Gumiel de Mercado,,
ES09152,Gumiel de Mercado,,
ES09154,Hacinas,,
ES09154,Hacinas,,
ES09155,Haza,,
ES09155,Haza,,
ES09159,Hontanas,,
ES09159,Hontanas,,
ES09160,Hontangas,,
ES09160,Hontangas,,
ES09162,Hontoria de la Cantera,,
ES09162,Hontoria de la Cantera,,
ES09163,Hontoria del Pinar,,
ES09163,Hontoria del Pinar,,
ES09164,Hontoria de Valdearados,,
ES09164,Hontoria de Valdearados,,
ES09166,Las Hormazas,,
ES09166,Las Hormazas,,
ES09167,Hornillos del Camino,,
ES09167,Hornillos del Camino,,
ES09168,La Horra,,
ES09168,La Horra,,
ES09169,Hortigüela,,
ES09169,Hortigüela,,
ES09170,Hoyales de Roa,,
ES09170,Hoyales de Roa,,
ES09172,Huérmeces,,
ES09172,Huérmeces,,
ES09173,Huerta de Arriba,,
ES09173,Huerta de Arriba,,
ES09174,Huerta de Rey,,
ES09174,Huerta de Rey,,
ES09175,Humada,,
ES09175,Humada,,
ES09176,Hurones,,
ES09176,Hurones,,
ES09177,Ibeas de Juarros,,
ES09177,Ibeas de Juarros,,
ES09178,Ibrillos,,
ES09178,Ibrillos,,
ES09179,Iglesiarrubia,,
ES09179,Iglesiarrubia,,
ES09180,Iglesias,,
ES09180,Iglesias,,
ES09181,Isar,,
ES09181,Isar,,
ES09182,Itero del Castillo,,
ES09182,Itero del Castillo,,
ES09183,Jaramillo de la Fuente,,
ES09183,Jaramillo de la Fuente,,
ES09184,Jaramillo Quemado,,
ES09184,Jaramillo Quemado,,
ES09189,Junta de Traslaloma,,
ES09189,Junta de Traslaloma,,
ES09190,Junta de Villalba de Losa,,
ES09190,Junta de Villalba de Losa,,
ES09191,Jurisdicción de Lara,,
ES09191,Jurisdicción de Lara,,
ES09192,Jurisdicción de San Zadornil,,
ES09192,Jurisdicción de San Zadornil,,
ES09194,Lerma,,
ES09194,Lerma,,
ES09195,Llano de Bureba,,
ES09195,Llano de Bureba,,
ES09196,Madrigal del Monte,,
ES09196,Madrigal del Monte,,
ES09197,Madrigalejo del Monte,,
ES09197,Madrigalejo del Monte,,
ES09198,Mahamud,,
ES09198,Mahamud,,
ES09199,Mambrilla de Castrejón,,
ES09199,Mambrilla de Castrejón,,
ES09200,Mambrillas de Lara,,
ES09200,Mambrillas de Lara,,
ES09201,Mamolar,,
ES09201,Mamolar,,
ES09202,Manciles,,
ES09202,Manciles,,
ES09206,Mazuela,,
ES09206,Mazuela,,
ES09208,Mecerreyes,,
ES09208,Mecerreyes,,
ES09209,Medina de Pomar,,
ES09209,Medina de Pomar,,
ES09211,Melgar de Fernamental,,
ES09211,Melgar de Fernamental,,
ES09213,Merindad de Cuesta-Urria,,
ES09213,Merindad de Cuesta-Urria,,
ES09214,Merindad de Montija,,
ES09214,Merindad de Montija,,
ES09215,Merindad de Sotoscueva,,
ES09215,Merindad de Sotoscueva,,
ES09216,Merindad de Valdeporres,,
ES09216,Merindad de Valdeporres,,
ES09217,Merindad de Valdivielso,,
ES09217,Merindad de Valdivielso,,
ES09218,Milagros,,
ES09218,Milagros,,
ES09219,Miranda de Ebro,,
ES09219,Miranda de Ebro,,
ES09220,Miraveche,,
ES09220,Miraveche,,
ES09221,Modúbar de la Emparedada,,
ES09221,Modúbar de la Emparedada,,
ES09223,Monasterio de la Sierra,,
ES09223,Monasterio de la Sierra,,
ES09224,Monasterio de Rodilla,,
ES09224,Monasterio de Rodilla,,
ES09225,Moncalvillo,,
ES09225,Moncalvillo,,
ES09226,Monterrubio de la Demanda,,
ES09226,Monterrubio de la Demanda,,
ES09227,Montorio,,
ES09227,Montorio,,
ES09228,Moradillo de Roa,,
ES09228,Moradillo de Roa,,
ES09229,Nava de Roa,,
ES09229,Nava de Roa,,
ES09230,Navas de Bureba,,
ES09230,Navas de Bureba,,
ES09231,Nebreda,,
ES09231,Nebreda,,
ES09232,Neila,,
ES09232,Neila,,
ES09235,Olmedillo de Roa,,
ES09235,Olmedillo de Roa,,
ES09236,Olmillos de Muñó,,
ES09236,Olmillos de Muñó,,
ES09238,Oña,,
ES09238,Oña,,
ES09239,Oquillas,,
ES09239,Oquillas,,
ES09241,Orbaneja Riopico,,
ES09241,Orbaneja Riopico,,
ES09242,Padilla de Abajo,,
ES09242,Padilla de Abajo,,
ES09243,Padilla de Arriba,,
ES09243,Padilla de Arriba,,
ES09244,Padrones de Bureba,,
ES09244,Padrones de Bureba,,
ES09246,Palacios de la Sierra,,
ES09246,Palacios de la Sierra,,
ES09247,Palacios de Riopisuerga,,
ES09247,Palacios de Riopisuerga,,
ES09248,Palazuelos de la Sierra,,
ES09248,Palazuelos de la Sierra,,
ES09249,Palazuelos de Muñó,,
ES09249,Palazuelos de Muñó,,
ES09250,Pampliega,,
ES09250,Pampliega,,
ES09251,Pancorbo,,
ES09251,Pancorbo,,
ES09253,Pardilla,,
ES09253,Pardilla,,
ES09255,Partido de la Sierra en Tobalina,,
ES09255,Partido de la Sierra en Tobalina,,
ES09256,Pedrosa de Duero,,
ES09256,Pedrosa de Duero,,
ES09257,Pedrosa del Páramo,,
ES09257,Pedrosa del Páramo,,
ES09258,Pedrosa del Príncipe,,
ES09258,Pedrosa del Príncipe,,
ES09259,Pedrosa de Río Úrbel,,
ES09259,Pedrosa de Río Úrbel,,
ES09261,Peñaranda de Duero,,
ES09261,Peñaranda de Duero,,
ES09262,Peral de Arlanza,,
ES09262,Peral de Arlanza,,
ES09265,Piérnigas,,
ES09265,Piérnigas,,
ES09266,Pineda de la Sierra,,
ES09266,Pineda de la Sierra,,
ES09267,Pineda Trasmonte,,
ES09267,Pineda Trasmonte,,
ES09268,Pinilla de los Barruecos,,
ES09268,Pinilla de los Barruecos,,
ES09269,Pinilla de los Moros,,
ES09269,Pinilla de los Moros,,
ES09270,Pinilla Trasmonte,,
ES09270,Pinilla Trasmonte,,
ES09272,Poza de la Sal,,
ES09272,Poza de la Sal,,
ES09273,Prádanos de Bureba,,
ES09273,Prádanos de Bureba,,
ES09274,Pradoluengo,,
ES09274,Pradoluengo,,
ES09275,Presencio,,
ES09275,Presencio,,
ES09276,La Puebla de Arganzón,,
ES09276,La Puebla de Arganzón,,
ES09277,Puentedura,,
ES09277,Puentedura,,
ES09279,Quemada,,
ES09279,Quemada,,
ES09280,Quintanabureba,,
ES09280,Quintanabureba,,
ES09281,Quintana del Pidio,,
ES09281,Quintana del Pidio,,
ES09283,Quintanaélez,,
ES09283,Quintanaélez,,
ES09287,Quintanaortuño,,
ES09287,Quintanaortuño,,
ES09288,Quintanapalla,,
ES09288,Quintanapalla,,
ES09289,Quintanar de la Sierra,,
ES09289,Quintanar de la Sierra,,
ES09292,Quintanavides,,
ES09292,Quintanavides,,
ES09294,Quintanilla de la Mata,,
ES09294,Quintanilla de la Mata,,
ES09295,Quintanilla del Coco,,
ES09295,Quintanilla del Coco,,
ES09297,Las Quintanillas,,
ES09297,Las Quintanillas,,
ES09298,Quintanilla San García,,
ES09298,Quintanilla San García,,
ES09301,Quintanilla Vivar,,
ES09301,Quintanilla Vivar,,
ES09302,Rabanera del Pinar,,
ES09302,Rabanera del Pinar,,
ES09303,Rábanos,,
ES09303,Rábanos,,
ES09304,Rabé de las Calzadas,,
ES09304,Rabé de las Calzadas,,
