parent_code,kind,code,name,population,court
ES03063,local_entity,ES03063L1,La Xara,10000,N
ES03063,local_entity,ES03063L2,Jesús Pobre,663,N
ES46017,local_entity,ES46017L1,La Barraca d'Aigues Vives,875,N
ES46235,local_entity,ES46235L1,Mareny de Barraquetes,760,N
ES46235,local_entity,ES46235L2,El Perelló (Valencia),1854,N
