parent_code,kind,code,name,population,court
AC00008,municipality,ES16133,Mota del Cuervo,5990,N
AC00008,municipality,ES16134,Motilla del Palancar,5869,S
AC00008,municipality,ES16135,Moya (Barcelona),139,N
AC00008,municipality,ES16137,Narboneta,37,N
AC00008,municipality,ES16139,Olivares de Júcar,325,N
AC00008,municipality,ES16140,Olmeda de la Cuesta,20,N
AC00008,municipality,ES16141,Olmeda del Rey,132,N
AC00008,municipality,ES16142,Olmedilla de Alarcón,149,N
AC00008,municipality,ES16143,Olmedilla de Eliz,15,N
AC00008,municipality,ES16145,Osa de la Vega,479,N
AC00008,municipality,ES16146,Pajarón,82,N
AC00008,municipality,ES16147,Pajaroncillo,65,N
AC00008,municipality,ES16148,Palomares del Campo,602,N
AC00008,municipality,ES16149,Palomera,171,N
AC00008,municipality,ES16150,Paracuellos,94,N
AC00008,municipality,ES16151,Paredes,66,N
AC00008,municipality,ES16152,La Parra de las Vegas,33,N
AC00008,municipality,ES16153,El Pedernoso,1124,N
AC00008,municipality,ES16154,Las Pedroñeras,6638,N
AC00008,municipality,ES16155,El Peral,632,N
AC00008,municipality,ES16156,La Peraleja,97,N
AC00008,municipality,ES16157,La Pesquera,215,N
AC00008,municipality,ES16158,El Picazo,666,N
AC00008,municipality,ES16159,Pinarejo,212,N
AC00008,municipality,ES16160,Pineda de Gigüela,60,N
AC00008,municipality,ES16161,Piqueras del Castillo,48,N
AC00008,municipality,ES16162,Portalrubio de Guadamejud,22,N
AC00008,municipality,ES16163,Portilla,59,N
AC00008,municipality,ES16165,Poyatos,56,N
AC00008,municipality,ES16166,Pozoamargo,292,N
AC00008,municipality,ES16167,Pozorrubio,323,N
AC00008,municipality,ES16169,El Pozuelo,49,N
AC00008,municipality,ES16170,Priego,896,N
AC00008,municipality,ES16171,El Provencio,2437,N
AC00008,municipality,ES16172,Puebla de Almenara,384,N
AC00008,municipality,ES16173,El Valle de Altomira,211,N
AC00008,municipality,ES16174,Puebla del Salvador,181,N
AC00008,municipality,ES16175,Quintanar del Rey,7586,N
AC00008,municipality,ES16176,Rada de Haro,44,N
AC00008,municipality,ES16177,Reíllo,118,N
AC00008,municipality,ES16181,Rozalén del Monte,67,N
AC00008,municipality,ES16185,Saceda-Trasierra,41,N
AC00008,municipality,ES16186,Saelices,483,N
AC00008,municipality,ES16187,Salinas del Manzano,68,N
AC00008,municipality,ES16188,Salmeroncillos,102,N
AC00008,municipality,ES16189,Salvacañete,303,N
AC00008,municipality,ES16190,San Clemente,6988,S
AC00008,municipality,ES16191,San Lorenzo de la Parrilla,1042,N
AC00008,municipality,ES16192,San Martín de Boniches,44,N
AC00008,municipality,ES16193,San Pedro Palmiches,57,N
AC00008,municipality,ES16194,Santa Cruz de Moya,218,N
AC00008,municipality,ES16195,Santa María del Campo Rus,571,N
AC00008,municipality,ES16196,Santa María de los Llanos,676,N
AC00008,municipality,ES16197,Santa María del Val,67,N
AC00008,municipality,ES16198,Sisante,1642,N
AC00008,municipality,ES16199,Solera de Gabaldón,28,N
AC00008,municipality,ES16202,Talayuelas,878,N
AC00008,municipality,ES16203,Tarancón,15271,S
AC00008,municipality,ES16204,Tébar,286,N
AC00008,municipality,ES16205,Tejadillos,118,N
AC00008,municipality,ES16206,Tinajas,201,N
AC00008,municipality,ES16209,Torralba,112,N
AC00008,municipality,ES16211,Torrejoncillo del Rey,341,N
AC00008,municipality,ES16212,Torrubia del Campo,257,N
AC00008,municipality,ES16213,Torrubia del Castillo,38,N
AC00008,municipality,ES16215,Tragacete,249,N
AC00008,municipality,ES16216,Tresjuncos,293,N
AC00008,municipality,ES16217,Tribaldos,107,N
AC00008,municipality,ES16218,Uclés,222,N
AC00008,municipality,ES16219,Uña,82,N
AC00008,municipality,ES16224,Valdemeca,84,N
AC00008,municipality,ES16225,Valdemorillo de la Sierra,59,N
AC00008,municipality,ES16227,Valdemoro-Sierra,110,N
AC00008,municipality,ES16228,Valdeolivas,202,N
AC00008,municipality,ES16231,Valhermoso de la Fuente,57,N
AC00008,municipality,ES16234,Valsalobre,23,N
AC00008,municipality,ES16236,Valverde de Júcar,1082,N
AC00008,municipality,ES16237,Valverdejo,93,N
AC00008,municipality,ES16238,Vara de Rey,496,N
AC00008,municipality,ES16239,Vega del Codorno,129,N
AC00008,municipality,ES16240,Vellisca,102,N
AC00008,municipality,ES16242,Villaconejos de Trabaque,344,N
AC00008,municipality,ES16243,Villaescusa de Haro,470,N
AC00008,municipality,ES16244,Villagarcía del Llano,759,N
AC00008,municipality,ES16245,Villalba de la Sierra,456,N
AC00008,municipality,ES16246,Villalba del Rey,516,N
AC00008,municipality,ES16247,Villalgordo del Marquesado,80,N
AC00008,municipality,ES16248,Villalpardo,1018,N
AC00008,municipality,ES16249,Villamayor de Santiago,2481,N
AC00008,municipality,ES16250,Villanueva de Guadamejud,65,N
AC00008,municipality,ES16251,Villanueva de la Jara,2249,N
AC00008,municipality,ES16253,Villar de Cañas,374,N
AC00008,municipality,ES16254,Villar de Domingo García,220,N
AC00008,municipality,ES16255,Villar de la Encina,154,N
AC00008,municipality,ES16258,Villar del Humo,184,N
AC00008,municipality,ES16259,Villar del Infantado,43,N
AC00008,municipality,ES16263,Villar de Olalla,1270,N
AC00008,municipality,ES16264,Villarejo de Fuentes,429,N
AC00008,municipality,ES16265,Villarejo de la Peñuela,20,N
AC00008,municipality,ES16266,Villarejo-Periesteban,380,N
AC00008,municipality,ES16269,Villares del Saz,443,N
AC00008,municipality,ES16270,Villarrubio,194,N
AC00008,municipality,ES16271,Villarta,793,N
AC00008,municipality,ES16272,Villas de la Ventosa,211,N
AC00008,municipality,ES16273,Villaverde y Pasaconsol,332,N
AC00008,municipality,ES16274,Víllora,114,N
AC00008,municipality,ES16275,Vindel,11,N
AC00008,municipality,ES16276,Yémeda,21,N
AC00008,municipality,ES16277,Zafra de Záncara,122,N
AC00008,municipality,ES16278,Zafrilla,58,N
AC00008,municipality,ES16279,Zarza de Tajo,239,N
AC00008,municipality,ES16280,Zarzuela,170,N
AC00008,municipality,ES16901,Campos del Paraíso,737,N
AC00008,municipality,ES16902,Valdetórtola,133,N
AC00008,municipality,ES16903,Las Valeras,1496,N
AC00008,municipality,ES16904,Fuentenava de Jábaga,513,N
AC00008,municipality,ES16905,Arcas del Villar,1716,N
AC00008,municipality,ES16906,Los Valdecolmenas,72,N
AC00008,municipality,ES16908,Pozorrubielos de la Mancha,180,N
AC00008,municipality,ES16909,Sotorribas,732,N
AC00008,municipality,ES16910,Villar y Velasco,77,N
RE_CATA,municipality,ES17001,Agullana,831,N
RE_CATA,municipality,ES17002,Aiguaviva,756,N
RE_CATA,municipality,ES17003,Albanyà,157,N
RE_CATA,municipality,ES17004,Albons,776,N
RE_CATA,municipality,ES17005,El Far d'Empordà,599,N
RE_CATA,municipality,ES17006,Alp,1580,N
RE_CATA,municipality,ES17007,Amer,2298,N
RE_CATA,municipality,ES17008,Anglès,5599,N
RE_CATA,municipality,ES17009,Arbúcies,6556,N
RE_CATA,municipality,ES17010,Argelaguer,397,N
RE_CATA,municipality,ES17011,L'Armentera,930,N
RE_CATA,municipality,ES17012,Avinyonet de Puigventós,1610,N
RE_CATA,municipality,ES17013,Begur,3925,N
RE_CATA,municipality,ES17014,La Vajol,89,N
RE_CATA,municipality,ES17015,Banyoles,19826,N
RE_CATA,municipality,ES17016,Bàscara,1004,N
RE_CATA,municipality,ES17018,Bellcaire d'Empordà,693,N
RE_CATA,municipality,ES17019,Besalú,2492,N
RE_CATA,municipality,ES17020,Bescanó,4960,N
RE_CATA,municipality,ES17021,Beuda,190,N
RE_CATA,municipality,ES17022,La Bisbal d'Empordà,10974,S
RE_CATA,municipality,ES17023,Blanes,39028,S
RE_CATA,municipality,ES17024,Bolvir,369,N
RE_CATA,municipality,ES17025,Bordils,1779,N
RE_CATA,municipality,ES17026,Borrassà,714,N
RE_CATA,municipality,ES17027,Breda,3740,N
RE_CATA,municipality,ES17028,Brunyola,383,N
RE_CATA,municipality,ES17029,Boadella i les Escaules,252,N
RE_CATA,municipality,ES17030,Cabanes (Barcelona),948,N
RE_CATA,municipality,ES17031,Cabanelles,279,N
RE_CATA,municipality,ES17032,Cadaqués,2712,N
RE_CATA,municipality,ES17033,Caldes de Malavella,7641,N
RE_CATA,municipality,ES17034,Calonge,11092,N
RE_CATA,municipality,ES17035,Camós,693,N
RE_CATA,municipality,ES17036,Campdevànol,3223,N
RE_CATA,municipality,ES17037,Campelles,139,N
RE_CATA,municipality,ES17038,Campllong,547,N
RE_CATA,municipality,ES17039,Camprodon,2281,N
RE_CATA,municipality,ES17040,Canet d'Adri,723,N
RE_CATA,municipality,ES17041,Cantallops,313,N
RE_CATA,municipality,ES17042,Capmany,613,N
RE_CATA,municipality,ES17043,Queralbs,191,N
RE_CATA,municipality,ES17044,Cassà de la Selva,10380,N
RE_CATA,municipality,ES17046,Castellfollit de la Roca,961,N
RE_CATA,municipality,ES17047,Castelló d'Empúries,10906,N
RE_CATA,municipality,ES17048,Castell-Platja d'Aro,10860,N
RE_CATA,municipality,ES17049,Celrà,5452,N
RE_CATA,municipality,ES17050,Cervià de Ter,968,N
RE_CATA,municipality,ES17051,Cistella,282,N
RE_CATA,municipality,ES17052,Siurana,168,N
RE_CATA,municipality,ES17054,Colera,448,N
RE_CATA,municipality,ES17055,Colomers,176,N
RE_CATA,municipality,ES17056,Cornellà del Terri,2364,N
RE_CATA,municipality,ES17057,Corçà,1267,N
RE_CATA,municipality,ES17058,Crespià,246,N
RE_CATA,municipality,ES17060,Darnius,546,N
RE_CATA,municipality,ES17061,Das,253,N
RE_CATA,municipality,ES17062,L'Escala,10339,N
RE_CATA,municipality,ES17063,Espinelves,215,N
RE_CATA,municipality,ES17064,Espolla,416,N
RE_CATA,municipality,ES17065,Esponellà,438,N
RE_CATA,municipality,ES17066,Figueres,46654,S
RE_CATA,municipality,ES17067,Flaçà,1093,N
RE_CATA,municipality,ES17068,Foixà,297,N
RE_CATA,municipality,ES17069,Fontanals de Cerdanya,444,N
RE_CATA,municipality,ES17070,Fontanilles,139,N
RE_CATA,municipality,ES17071,Fontcoberta,1468,N
RE_CATA,municipality,ES17073,Fornells de la Selva,2650,N
RE_CATA,municipality,ES17074,Fortià,763,N
RE_CATA,municipality,ES17075,Garrigàs,437,N
RE_CATA,municipality,ES17076,Garrigoles,162,N
RE_CATA,municipality,ES17077,Garriguella,855,N
RE_CATA,municipality,ES17078,Ger,448,N
RE_CATA,municipality,ES17079,Girona,101852,S
RE_CATA,municipality,ES17080,Gombrèn,188,N
RE_CATA,municipality,ES17081,Gualta,397,N
RE_CATA,municipality,ES17082,Guils de Cerdanya,537,N
RE_CATA,municipality,ES17083,Hostalric,4221,N
RE_CATA,municipality,ES17084,Isòvol,281,N
RE_CATA,municipality,ES17085,Jafre,380,N
RE_CATA,municipality,ES17086,La Jonquera,3290,N
RE_CATA,municipality,ES17087,Juià,323,N
RE_CATA,municipality,ES17088,Lladó,818,N
RE_CATA,municipality,ES17089,Llagostera,8453,N
RE_CATA,municipality,ES17090,Llambilles,696,N
RE_CATA,municipality,ES17091,Llanars,505,N
RE_CATA,municipality,ES17092,Llançà,4836,N
RE_CATA,municipality,ES17093,Llers,1239,N
RE_CATA,municipality,ES17094,Llívia,1417,N
RE_CATA,municipality,ES17095,Lloret de Mar,38373,N
RE_CATA,municipality,ES17096,Les Llosses,218,N
RE_CATA,municipality,ES17097,Madremanya,283,N
RE_CATA,municipality,ES17098,Maià de Montcal,449,N
RE_CATA,municipality,ES17099,Meranges,104,N
RE_CATA,municipality,ES17100,Masarac,288,N
RE_CATA,municipality,ES17101,Massanes,761,N
RE_CATA,municipality,ES17102,Maçanet de Cabrenys,688,N
RE_CATA,municipality,ES17103,Maçanet de la Selva,7006,N
RE_CATA,municipality,ES17105,Mieres (Barcelona),318,N
RE_CATA,municipality,ES17106,Mollet de Peralada,189,N
RE_CATA,municipality,ES17107,Molló,337,N
RE_CATA,municipality,ES17109,Montagut i Oix,916,N
RE_CATA,municipality,ES17110,Mont-ras,1679,N
RE_CATA,municipality,ES17111,Navata,1381,N
RE_CATA,municipality,ES17112,Ogassa,234,N
RE_CATA,municipality,ES17114,Olot,35228,S
RE_CATA,municipality,ES17115,Ordis,371,N
RE_CATA,municipality,ES17116,Osor,428,N
RE_CATA,municipality,ES17117,Palafrugell,22974,N
RE_CATA,municipality,ES17118,Palamós,17910,N
RE_CATA,municipality,ES17119,Palau de Santa Eulàlia,91,N
RE_CATA,municipality,ES17120,Palau-saverdera,1476,N
RE_CATA,municipality,ES17121,Palau-sator,310,N
RE_CATA,municipality,ES17123,Palol de Revardit,455,N
RE_CATA,municipality,ES17124,Pals,2411,N
RE_CATA,municipality,ES17125,Pardines,162,N
RE_CATA,municipality,ES17126,Parlavà,394,N
RE_CATA,municipality,ES17128,Pau,560,N
RE_CATA,municipality,ES17129,Pedret i Marzà,198,N
RE_CATA,municipality,ES17130,La Pera,446,N
RE_CATA,municipality,ES17132,Peralada,1850,N
RE_CATA,municipality,ES17133,Les Planes d'Hostoles,1683,N
RE_CATA,municipality,ES17134,Planoles,288,N
RE_CATA,municipality,ES17135,Pont de Molins,529,N
RE_CATA,municipality,ES17136,Pontós,266,N
RE_CATA,municipality,ES17137,Porqueres,4621,N
RE_CATA,municipality,ES17138,Portbou,1075,N
RE_CATA,municipality,ES17139,Les Preses,1788,N
RE_CATA,municipality,ES17140,El Port de la Selva,970,N
RE_CATA,municipality,ES17141,Puigcerdà,9258,S
RE_CATA,municipality,ES17142,Quart,3724,N
RE_CATA,municipality,ES17143,Rabós,178,N
RE_CATA,municipality,ES17144,Regencós,269,N
RE_CATA,municipality,ES17145,Ribes de Freser,1754,N
RE_CATA,municipality,ES17146,Riells i Viabrea,4124,N
RE_CATA,municipality,ES17147,Ripoll,10686,S
RE_CATA,municipality,ES17148,Riudarenes,2182,N
RE_CATA,municipality,ES17149,Riudaura,478,N
RE_CATA,municipality,ES17150,Riudellots de la Selva,2076,N
RE_CATA,municipality,ES17151,Riumors,258,N
RE_CATA,municipality,ES17152,Roses,19550,N
RE_CATA,municipality,ES17153,Rupià,272,N
RE_CATA,municipality,ES17154,Sales de Llierca,154,N
RE_CATA,municipality,ES17155,Salt,31362,N
RE_CATA,municipality,ES17157,Sant Andreu Salou,155,N
RE_CATA,municipality,ES17158,Sant Climent Sescebes,626,N
RE_CATA,municipality,ES17159,Sant Feliu de Buixalleu,783,N
RE_CATA,municipality,ES17160,Sant Feliu de Guíxols,21925,S
RE_CATA,municipality,ES17161,Sant Feliu de Pallerols,1371,N
RE_CATA,municipality,ES17162,Sant Ferriol,243,N
RE_CATA,municipality,ES17163,Sant Gregori,3817,N
RE_CATA,municipality,ES17164,Sant Hilari Sacalm,5627,N
RE_CATA,municipality,ES17165,Sant Jaume de Llierca,865,N
RE_CATA,municipality,ES17166,Sant Jordi Desvalls,761,N
RE_CATA,municipality,ES17167,Sant Joan de les Abadesses,3232,N
RE_CATA,municipality,ES17168,Sant Joan de Mollet,507,N
RE_CATA,municipality,ES17169,Sant Julià de Ramis,3515,N
RE_CATA,municipality,ES17170,Vallfogona de Ripollès,206,N
RE_CATA,municipality,ES17171,Sant Llorenç de la Muga,264,N
RE_CATA,municipality,ES17172,Sant Martí de Llémena,633,N
RE_CATA,municipality,ES17173,Sant Martí Vell,252,N
RE_CATA,municipality,ES17174,Sant Miquel de Campmajor,231,N
RE_CATA,municipality,ES17175,Sant Miquel de Fluvià,764,N
RE_CATA,municipality,ES17176,Sant Mori,177,N
RE_CATA,municipality,ES17177,Sant Pau de Segúries,697,N
RE_CATA,municipality,ES17178,Sant Pere Pescador,2042,N
RE_CATA,municipality,ES17180,Santa Coloma de Farners,13143,S
RE_CATA,municipality,ES17181,Santa Cristina d'Aro,5223,N
RE_CATA,municipality,ES17182,Santa Llogaia d'Àlguema,370,N
RE_CATA,municipality,ES17183,Sant Aniol de Finestres,341,N
RE_CATA,municipality,ES17184,Santa Pau,1565,N
RE_CATA,municipality,ES17185,Sant Joan les Fonts,3006,N
RE_CATA,municipality,ES17186,Sarrià de Ter,5170,N
RE_CATA,municipality,ES17187,Camallera i Llampaies Saus,837,N
RE_CATA,municipality,ES17188,La Selva de Mar,196,N
RE_CATA,municipality,ES17189,La Cellera de Ter,1946,N
RE_CATA,municipality,ES17190,Serinyà,1136,N
RE_CATA,municipality,ES17191,Serra de Daró,221,N
RE_CATA,municipality,ES17192,Setcases,177,N
RE_CATA,municipality,ES17193,Sils,6093,N
RE_CATA,municipality,ES17194,Susqueda,101,N
RE_CATA,municipality,ES17195,La Tallada d'Empordà,463,N
RE_CATA,municipality,ES17196,Terrades,329,N
RE_CATA,municipality,ES17197,Torrent (Barcelona),175,N
RE_CATA,municipality,ES17198,Torroella de Fluvià,694,N
RE_CATA,municipality,ES17199,Torroella de Montgrí,11645,N
RE_CATA,municipality,ES17200,Tortellà,809,N
RE_CATA,municipality,ES17201,Toses,171,N
RE_CATA,municipality,ES17202,Tossa de Mar,5683,N
RE_CATA,municipality,ES17203,Ultramort,223,N
RE_CATA,municipality,ES17204,Ullà,1153,N
RE_CATA,municipality,ES17205,Ullastret,290,N
RE_CATA,municipality,ES17206,Urús,189,N
RE_CATA,municipality,ES17207,La Vall d'en Bas,3072,N
RE_CATA,municipality,ES17208,La Vall de Bianya,1264,N
RE_CATA,municipality,ES17209,Vall-llobrega,899,N
RE_CATA,municipality,ES17210,Ventalló,859,N
RE_CATA,municipality,ES17211,Verges,1171,N
RE_CATA,municipality,ES17212,Vidrà,167,N
RE_CATA,municipality,ES17213,Vidreres,7797,N
RE_CATA,municipality,ES17214,Vilabertran,979,N
RE_CATA,municipality,ES17215,Vilablareix,2897,N
RE_CATA,municipality,ES17216,Viladasens,200,N
RE_CATA,municipality,ES17217,Viladamat,468,N
RE_CATA,municipality,ES17218,Vilademuls,815,N
RE_CATA,municipality,ES17220,Viladrau,1040,N
RE_CATA,municipality,ES17221,Vilafant,5394,N
RE_CATA,municipality,ES17222,Vilaür,157,N
RE_CATA,municipality,ES17223,Vilajuïga,1104,N
RE_CATA,municipality,ES17224,Vilallonga de Ter,398,N
RE_CATA,municipality,ES17225,Vilamacolum,348,N
RE_CATA,municipality,ES17226,Vilamalla,1181,N
RE_CATA,municipality,ES17227,Vilamaniscle,200,N
RE_CATA,municipality,ES17228,Vilanant,392,N
RE_CATA,municipality,ES17230,Vila-sacra,760,N
RE_CATA,municipality,ES17232,Vilopriu,202,N
RE_CATA,municipality,ES17233,Vilobí d'Onyar,3291,N
RE_CATA,municipality,ES17234,Biure,232,N
RE_CATA,municipality,ES17901,Monells i Sant Sadurní de l'Heura Cruïlles,1279,N
RE_CATA,municipality,ES17902,Forallac,1687,N
RE_CATA,municipality,ES17903,Sant Julià del Llor i Bonmatí,1286,N
AC00001,municipality,ES18001,Agrón,274,N
AC00001,municipality,ES18002,Alamedilla,574,N
AC00001,municipality,ES18003,Albolote,18808,N
AC00001,municipality,ES18004,Albondón,728,N
AC00001,municipality,ES18005,Albuñán,406,N
AC00001,municipality,ES18006,Albuñol,7233,N
AC00001,municipality,ES18007,Albuñuelas,821,N
AC00001,municipality,ES18010,Aldeire,615,N
AC00001,municipality,ES18011,Alfacar,5400,N
AC00001,municipality,ES18012,Algarinejo,2520,N
AC00001,municipality,ES18013,Alhama de Granada,5979,N
AC00001,municipality,ES18014,Alhendín,9349,N
AC00001,municipality,ES18015,Alicún de Ortega,480,N
AC00001,municipality,ES18016,Almegíjar,365,N
AC00001,municipality,ES18017,Almuñécar,26514,S
AC00001,municipality,ES18018,Alquife,601,N
AC00001,municipality,ES18020,Arenas del Rey,666,N
AC00001,municipality,ES18021,Armilla,24174,N
AC00001,municipality,ES18022,Atarfe,18706,N
AC00001,municipality,ES18023,Baza,20412,S
AC00001,municipality,ES18024,Beas de Granada,977,N
AC00001,municipality,ES18025,Beas de Guadix,329,N
AC00001,municipality,ES18027,Benalúa,3318,N
AC00001,municipality,ES18028,Benalúa de las Villas,1066,N
AC00001,municipality,ES18029,Benamaurel,2293,N
AC00001,municipality,ES18030,Bérchules,716,N
AC00001,municipality,ES18032,Bubión,296,N
AC00001,municipality,ES18033,Busquístar,289,N
AC00001,municipality,ES18034,Cacín,569,N
AC00001,municipality,ES18035,Cádiar,1453,N
AC00001,municipality,ES18036,Cájar,5129,N
AC00001,municipality,ES18037,Calicasas,617,N
AC00001,municipality,ES18038,Campotéjar,1237,N
AC00001,municipality,ES18039,Caniles,4047,N
AC00001,municipality,ES18040,Cáñar,350,N
AC00001,municipality,ES18042,Capileira,554,N
AC00001,municipality,ES18043,Carataunas,194,N
AC00001,municipality,ES18044,Cástaras,249,N
AC00001,municipality,ES18045,Castilléjar,1318,N
AC00001,municipality,ES18046,Castril,2070,N
AC00001,municipality,ES18047,Cenes de la Vega,8002,N
AC00001,municipality,ES18048,Cijuela,3322,N
AC00001,municipality,ES18049,Cogollos de Guadix,673,N
AC00001,municipality,ES18050,Cogollos de la Vega,2031,N
AC00001,municipality,ES18051,Colomera,1309,N
AC00001,municipality,ES18053,Cortes de Baza,1869,N
AC00001,municipality,ES18054,Cortes y Graena,996,N
AC00001,municipality,ES18056,Cúllar,4129,N
AC00001,municipality,ES18057,Cúllar Vega,7429,N
AC00001,municipality,ES18059,Chauchina,5565,N
AC00001,municipality,ES18061,Chimeneas,1257,N
AC00001,municipality,ES18062,Churriana de la Vega,15200,N
AC00001,municipality,ES18063,Darro,1599,N
AC00001,municipality,ES18064,Dehesas de Guadix,419,N
AC00001,municipality,ES18066,Deifontes,2627,N
AC00001,municipality,ES18067,Diezma,764,N
AC00001,municipality,ES18068,Dílar,2054,N
AC00001,municipality,ES18069,Dólar,622,N
AC00001,municipality,ES18070,Dúdar,330,N
AC00001,municipality,ES18071,Dúrcal,7015,N
AC00001,municipality,ES18072,Escúzar,791,N
AC00001,municipality,ES18074,Ferreira,299,N
AC00001,municipality,ES18076,Fonelas,978,N
AC00001,municipality,ES18078,Freila,918,N
AC00001,municipality,ES18079,Fuente Vaqueros,4406,N
AC00001,municipality,ES18082,Galera,1075,N
AC00001,municipality,ES18083,Gobernador,233,N
AC00001,municipality,ES18084,Gójar,5795,N
AC00001,municipality,ES18085,Gor,733,N
AC00001,municipality,ES18086,Gorafe,381,N
AC00001,municipality,ES18087,Granada,232462,S
AC00001,municipality,ES18088,Guadahortuna,1935,N
AC00001,municipality,ES18089,Guadix,18422,S
AC00001,municipality,ES18093,Gualchos,5193,N
AC00001,municipality,ES18094,Güejar Sierra,2820,N
AC00001,municipality,ES18095,Güevéjar,2595,N
AC00001,municipality,ES18096,Huélago,403,N
AC00001,municipality,ES18097,Huéneja,1184,N
AC00001,municipality,ES18098,Huéscar,7253,S
AC00001,municipality,ES18099,Huétor de Santillán,1877,N
AC00001,municipality,ES18100,Huétor Tájar,10352,N
AC00001,municipality,ES18101,Huétor Vega,12039,N
AC00001,municipality,ES18102,Illora,10054,N
AC00001,municipality,ES18103,Itrabo,988,N
AC00001,municipality,ES18105,Iznalloz,5134,N
AC00001,municipality,ES18107,Jayena,1060,N
AC00001,municipality,ES18108,Jerez del Marquesado,968,N
AC00001,municipality,ES18109,Jete,919,N
AC00001,municipality,ES18111,Jun,3833,N
AC00001,municipality,ES18112,Juviles,153,N
AC00001,municipality,ES18114,La Calahorra,673,N
AC00001,municipality,ES18115,Láchar,3471,N
AC00001,municipality,ES18116,Lanjarón,3507,N
AC00001,municipality,ES18117,Lanteira,588,N
AC00001,municipality,ES18119,Lecrín,2134,N
AC00001,municipality,ES18120,Lentegí,326,N
AC00001,municipality,ES18121,Lobras,145,N
AC00001,municipality,ES18122,Loja,20342,S
AC00001,municipality,ES18123,Lugros,323,N
AC00001,municipality,ES18124,Lújar,488,N
AC00001,municipality,ES18126,La Malahá,1781,N
AC00001,municipality,ES18127,Maracena,22116,N
AC00001,municipality,ES18128,Marchal,417,N
AC00001,municipality,ES18132,Moclín,3651,N
AC00001,municipality,ES18133,Molvízar,2794,N
AC00001,municipality,ES18134,Monachil,7939,N
AC00001,municipality,ES18135,Montefrío,5433,N
AC00001,municipality,ES18136,Montejícar,2113,N
AC00001,municipality,ES18137,Montillana,1189,N
AC00001,municipality,ES18138,Moraleda de Zafayona,3153,N
AC00001,municipality,ES18140,Motril,58020,S
AC00001,municipality,ES18141,Murtas,467,N
AC00001,municipality,ES18143,Nigüelas,1173,N
AC00001,municipality,ES18144,Nívar,994,N
AC00001,municipality,ES18145,Ogíjares,14160,N
AC00001,municipality,ES18146,Orce,1190,N
AC00001,municipality,ES18147,Órgiva,5725,S
AC00001,municipality,ES18148,Otívar,1034,N
AC00001,municipality,ES18149,Otura,6952,N
AC00001,municipality,ES18150,Padul,8420,N
AC00001,municipality,ES18151,Pampaneira,321,N
AC00001,municipality,ES18152,Pedro Martínez,1107,N
AC00001,municipality,ES18153,Peligros,11394,N
AC00001,municipality,ES18154,La Peza,1178,N
AC00001,municipality,ES18157,Pinos Genil,1457,N
AC00001,municipality,ES18158,Pinos Puente,9930,N
AC00001,municipality,ES18159,Píñar,1138,N
AC00001,municipality,ES18161,Polícar,276,N
AC00001,municipality,ES18162,Polopos,1756,N
AC00001,municipality,ES18163,Pórtugos,382,N
AC00001,municipality,ES18164,Puebla de Don Fadrique,2250,N
AC00001,municipality,ES18165,Pulianas,5429,N
AC00001,municipality,ES18167,Purullena,2293,N
AC00001,municipality,ES18168,Quéntar,933,N
AC00001,municipality,ES18170,Rubite,394,N
AC00001,municipality,ES18171,Salar,2631,N
AC00001,municipality,ES18173,Salobreña,12381,N
AC00001,municipality,ES18174,Santa Cruz del Comercio,528,N
AC00001,municipality,ES18175,Santa Fe,15157,S
AC00001,municipality,ES18176,Soportújar,268,N
AC00001,municipality,ES18177,Sorvilán,538,N
AC00001,municipality,ES18178,Torre-Cardela,736,N
AC00001,municipality,ES18179,Torvizcón,648,N
AC00001,municipality,ES18180,Trevélez,732,N
AC00001,municipality,ES18181,Turón,239,N
AC00001,municipality,ES18182,Ugíjar,2523,N
AC00001,municipality,ES18183,Válor,675,N
AC00001,municipality,ES18184,Vélez de Benaudalla,2841,N
AC00001,municipality,ES18185,Ventas de Huelma,640,N
AC00001,municipality,ES18187,Villanueva de las Torres,582,N
AC00001,municipality,ES18188,Villanueva Mesía,2021,N
AC00001,municipality,ES18189,Víznar,976,N
AC00001,municipality,ES18192,Zafarraya,2137,N
AC00001,municipality,ES18193,La Zubia,19155,N
AC00001,municipality,ES18194,Zújar,2548,N
AC00001,municipality,ES18901,La Taha,653,N
AC00001,municipality,ES18902,El Valle,914,N
AC00001,municipality,ES18903,Nevada,1050,N
AC00001,municipality,ES18904,Alpujarra de la Sierra,989,N
AC00001,municipality,ES18905,Las Gabias,21115,N
AC00001,municipality,ES18906,Los Guajares,1057,N
AC00001,municipality,ES18907,Valle del Zalabí,2128,N
AC00001,municipality,ES18908,Villamena,948,N
AC00001,municipality,ES18909,Morelábor,607,N
AC00001,municipality,ES18910,El Pinar,877,N
AC00001,municipality,ES18911,Vegas del Genil,11166,N
AC00001,municipality,ES18912,Cuevas del Campo,1735,N
AC00001,municipality,ES18913,Zagra,834,N
AC00008,municipality,ES19001,Abánades,48,N
AC00008,municipality,ES19002,Ablanque,59,N
AC00008,municipality,ES19003,Adobes,29,N
AC00008,municipality,ES19004,Alaminos,60,N
AC00008,municipality,ES19005,Alarilla,163,N
AC00008,municipality,ES19006,Albalate de Zorita,943,N
AC00008,municipality,ES19007,Albares,513,N
AC00008,municipality,ES19008,Albendiego,49,N
AC00008,municipality,ES19009,Alcocer,313,N
AC00008,municipality,ES19010,Alcolea de las Peñas,13,N
AC00008,municipality,ES19011,Alcolea del Pinar,320,N
