parent_code,kind,code,name,population,court
AC00001,municipality,ES23077,Santiago de Calatrava,699,N
AC00001,municipality,ES23079,Santisteban del Puerto,4472,N
AC00001,municipality,ES23080,Santo Tomé,2139,N
AC00001,municipality,ES23081,Segura de la Sierra,1790,N
AC00001,municipality,ES23082,Siles,2241,N
AC00001,municipality,ES23084,Sorihuela del Guadalimar,1100,N
AC00001,municipality,ES23085,Torreblascopedro,2546,N
AC00001,municipality,ES23086,Torre del Campo,14247,N
AC00001,municipality,ES23087,Torredonjimeno,13696,N
AC00001,municipality,ES23088,Torreperogil,7276,N
AC00001,municipality,ES23090,Torres,1406,N
AC00001,municipality,ES23091,Torres de Albánchez,787,N
AC00001,municipality,ES23092,Úbeda,34345,S
AC00001,municipality,ES23093,Valdepeñas de Jaén,3714,N
AC00001,municipality,ES23094,Vilches,4436,N
AC00001,municipality,ES23095,Villacarrillo,10726,S
AC00001,municipality,ES23096,Villanueva de la Reina,3081,N
AC00001,municipality,ES23097,Villanueva del Arzobispo,8193,N
AC00001,municipality,ES23098,Villardompardo,965,N
AC00001,municipality,ES23099,Los Villares,6014,N
AC00001,municipality,ES23101,Villarrodrigo,405,N
AC00001,municipality,ES23901,Cárcheles,1363,N
AC00001,municipality,ES23902,Bedmar y Garcíez,2642,N
AC00001,municipality,ES23903,Villatorres,4316,N
AC00001,municipality,ES23904,Santiago-Pontones,2956,N
AC00001,municipality,ES23905,Arroyo del Ojanco,2288,N
AC00007,municipality,ES24001,Acebedo,187,N
AC00007,municipality,ES24002,Algadefe,289,N
AC00007,municipality,ES24003,Alija del Infantado,647,N
AC00007,municipality,ES24004,Almanza,574,N
AC00007,municipality,ES24005,La Antigua,360,N
AC00007,municipality,ES24006,Ardón,560,N
AC00007,municipality,ES24007,Arganza,816,N
AC00007,municipality,ES24008,Astorga,10867,S
AC00007,municipality,ES24009,Balboa,290,N
AC00007,municipality,ES24010,La Bañeza,10338,S
AC00007,municipality,ES24011,Barjas,190,N
AC00007,municipality,ES24012,Los Barrios de Luna,314,N
AC00007,municipality,ES24014,Bembibre,8705,N
AC00007,municipality,ES24015,Benavides,2455,N
AC00007,municipality,ES24016,Benuza,530,N
AC00007,municipality,ES24017,Bercianos del Páramo,562,N
AC00007,municipality,ES24018,Bercianos del Real Camino,193,N
AC00007,municipality,ES24019,Berlanga del Bierzo,360,N
AC00007,municipality,ES24020,Boca de Huérgano,464,N
AC00007,municipality,ES24021,Boñar,1832,N
AC00007,municipality,ES24022,Borrenes,315,N
AC00007,municipality,ES24023,Brazuelo,295,N
AC00007,municipality,ES24024,El Burgo Ranero,715,N
AC00007,municipality,ES24025,Burón,308,N
AC00007,municipality,ES24026,Bustillo del Páramo,1165,N
AC00007,municipality,ES24027,Cabañas Raras,1356,N
AC00007,municipality,ES24028,Cabreros del Río,413,N
AC00007,municipality,ES24029,Cabrillanes,759,N
AC00007,municipality,ES24030,Cacabelos,5118,N
AC00007,municipality,ES24031,Calzada del Coto,223,N
AC00007,municipality,ES24032,Campazas,119,N
AC00007,municipality,ES24033,Campo de Villavidel,209,N
AC00007,municipality,ES24034,Camponaraya,4096,N
AC00007,municipality,ES24036,Candín,274,N
AC00007,municipality,ES24037,Cármenes,352,N
AC00007,municipality,ES24038,Carracedelo,3425,N
AC00007,municipality,ES24039,Carrizo,2228,N
AC00007,municipality,ES24040,Carrocera,451,N
AC00007,municipality,ES24041,Carucedo,562,N
AC00007,municipality,ES24042,Castilfalé,69,N
AC00007,municipality,ES24043,Castrillo de Cabrera,119,N
AC00007,municipality,ES24044,Castrillo de la Valduerna,158,N
AC00007,municipality,ES24046,Castrocalbón,964,N
AC00007,municipality,ES24047,Castrocontrigo,765,N
AC00007,municipality,ES24049,Castropodame,1628,N
AC00007,municipality,ES24050,Castrotierra de Valmadrigal,115,N
AC00007,municipality,ES24051,Cea,413,N
AC00007,municipality,ES24052,Cebanico,147,N
AC00007,municipality,ES24053,Cebrones del Río,451,N
AC00007,municipality,ES24054,Cimanes de la Vega,463,N
AC00007,municipality,ES24055,Cimanes del Tejar,724,N
AC00007,municipality,ES24056,Cistierna,3135,S
AC00007,municipality,ES24057,Congosto,1475,N
AC00007,municipality,ES24058,Corbillos de los Oteros,199,N
AC00007,municipality,ES24059,Corullón,887,N
AC00007,municipality,ES24060,Crémenes,544,N
AC00007,municipality,ES24061,Cuadros,2001,N
AC00007,municipality,ES24062,Cubillas de los Oteros,141,N
AC00007,municipality,ES24063,Cubillas de Rueda,388,N
AC00007,municipality,ES24064,Cubillos del Sil,1816,N
AC00007,municipality,ES24065,Chozas de Abajo,2581,N
AC00007,municipality,ES24066,Destriana,479,N
AC00007,municipality,ES24067,Encinedo,709,N
AC00007,municipality,ES24068,La Ercina,457,N
AC00007,municipality,ES24069,Escobar de Campos,39,N
AC00007,municipality,ES24070,Fabero,4493,N
AC00007,municipality,ES24071,Folgoso de la Ribera,1080,N
AC00007,municipality,ES24073,Fresno de la Vega,496,N
AC00007,municipality,ES24074,Fuentes de Carbajal,98,N
AC00007,municipality,ES24076,Garrafe de Torío,1504,N
AC00007,municipality,ES24077,Gordaliza del Pino,252,N
AC00007,municipality,ES24078,Gordoncillo,409,N
AC00007,municipality,ES24079,Gradefes,954,N
AC00007,municipality,ES24080,Grajal de Campos,227,N
AC00007,municipality,ES24081,Gusendos de los Oteros,124,N
AC00007,municipality,ES24082,Hospital de Órbigo,998,N
AC00007,municipality,ES24083,Igüeña,1145,N
AC00007,municipality,ES24084,Izagre,159,N
AC00007,municipality,ES24086,Joarilla de las Matas,296,N
AC00007,municipality,ES24087,Laguna Dalga,645,N
AC00007,municipality,ES24088,Laguna de Negrillos,1058,N
AC00007,municipality,ES24089,León,124303,S
AC00007,municipality,ES24090,Lucillo,376,N
AC00007,municipality,ES24091,Luyego,628,N
AC00007,municipality,ES24092,Llamas de la Ribera,825,N
AC00007,municipality,ES24093,Magaz de Cepeda,359,N
AC00007,municipality,ES24094,Mansilla de las Mulas,1733,N
AC00007,municipality,ES24095,Mansilla Mayor,334,N
AC00007,municipality,ES24096,Maraña,115,N
AC00007,municipality,ES24097,Matadeón de los Oteros,228,N
AC00007,municipality,ES24098,Matallana de Torío,1270,N
AC00007,municipality,ES24099,Matanza,165,N
AC00007,municipality,ES24100,Molinaseca,884,N
AC00007,municipality,ES24101,Murias de Paredes,399,N
AC00007,municipality,ES24102,Noceda del Bierzo,672,N
AC00007,municipality,ES24103,Oencia,274,N
AC00007,municipality,ES24104,Las Omañas,266,N
AC00007,municipality,ES24105,Onzonilla,1835,N
AC00007,municipality,ES24106,Oseja de Sajambre,232,N
AC00007,municipality,ES24107,Pajares de los Oteros,266,N
AC00007,municipality,ES24108,Palacios de la Valduerna,379,N
AC00007,municipality,ES24109,Palacios del Sil,941,N
AC00007,municipality,ES24110,Páramo del Sil,1259,N
AC00007,municipality,ES24112,Peranzanes,300,N
AC00007,municipality,ES24113,Pobladura de Pelayo García,373,N
AC00007,municipality,ES24114,La Pola de Gordón,3224,N
AC00007,municipality,ES24115,Ponferrada,64674,S
AC00007,municipality,ES24116,Posada de Valdeón,415,N
AC00007,municipality,ES24117,Pozuelo del Páramo,431,N
AC00007,municipality,ES24118,Prado de la Guzpeña,107,N
AC00007,municipality,ES24119,Priaranza del Bierzo,788,N
AC00007,municipality,ES24120,Prioro,340,N
AC00007,municipality,ES24121,Puebla de Lillo,681,N
AC00007,municipality,ES24122,Puente de Domingo Flórez,1500,N
AC00007,municipality,ES24123,Quintana del Castillo,735,N
AC00007,municipality,ES24124,Quintana del Marco,362,N
AC00007,municipality,ES24125,Quintana y Congosto,351,N
AC00007,municipality,ES24127,Regueras de Arriba,280,N
AC00007,municipality,ES24129,Reyero,116,N
AC00007,municipality,ES24130,Riaño,463,N
AC00007,municipality,ES24131,Riego de la Vega,742,N
AC00007,municipality,ES24132,Riello,647,N
AC00007,municipality,ES24133,Rioseco de Tapia,374,N
AC00007,municipality,ES24134,La Robla,3783,N
AC00007,municipality,ES24136,Roperuelos del Páramo,524,N
AC00007,municipality,ES24137,Sabero,1140,N
AC00007,municipality,ES24139,Sahagún,2493,S
AC00007,municipality,ES24141,San Adrián del Valle,103,N
AC00007,municipality,ES24142,San Andrés del Rabanedo,30615,N
AC00007,municipality,ES24143,Sancedo,556,N
AC00007,municipality,ES24144,San Cristóbal de la Polantera,689,N
AC00007,municipality,ES24145,San Emiliano,646,N
AC00007,municipality,ES24146,San Esteban de Nogales,256,N
AC00007,municipality,ES24148,San Justo de la Vega,1843,N
AC00007,municipality,ES24149,San Millán de los Caballeros,167,N
AC00007,municipality,ES24150,San Pedro Bercianos,238,N
AC00007,municipality,ES24151,Santa Colomba de Curueño,479,N
AC00007,municipality,ES24152,Santa Colomba de Somoza,511,N
AC00007,municipality,ES24153,Santa Cristina de Valmadrigal,267,N
AC00007,municipality,ES24154,Santa Elena de Jamuz,1066,N
AC00007,municipality,ES24155,Santa María de la Isla,475,N
AC00007,municipality,ES24156,Santa María del Monte de Cea,227,N
AC00007,municipality,ES24157,Santa María del Páramo,3089,N
AC00007,municipality,ES24158,Santa María de Ordás,318,N
AC00007,municipality,ES24159,Santa Marina del Rey,1916,N
AC00007,municipality,ES24160,Santas Martas,743,N
AC00007,municipality,ES24161,Santiago Millas,338,N
AC00007,municipality,ES24162,Santovenia de la Valdoncina,2126,N
AC00007,municipality,ES24163,Sariegos,5050,N
AC00007,municipality,ES24164,Sena de Luna,383,N
AC00007,municipality,ES24165,Sobrado (Araba/Álava),312,N
AC00007,municipality,ES24166,Soto de la Vega,1529,N
AC00007,municipality,ES24167,Soto y Amío,783,N
AC00007,municipality,ES24168,Toral de los Guzmanes,500,N
AC00007,municipality,ES24169,Toreno,3105,N
AC00007,municipality,ES24170,Torre del Bierzo,2164,N
AC00007,municipality,ES24171,Trabadelo,357,N
AC00007,municipality,ES24172,Truchas,443,N
AC00007,municipality,ES24173,Turcia,993,N
AC00007,municipality,ES24174,Urdiales del Páramo,510,N
AC00007,municipality,ES24175,Valdefresno,2187,N
AC00007,municipality,ES24176,Valdefuentes del Páramo,321,N
AC00007,municipality,ES24177,Valdelugueros,508,N
AC00007,municipality,ES24178,Valdemora,82,N
AC00007,municipality,ES24179,Valdepiélago,344,N
AC00007,municipality,ES24180,Valdepolo,1219,N
AC00007,municipality,ES24181,Valderas,1623,N
AC00007,municipality,ES24182,Valderrey,446,N
AC00007,municipality,ES24183,Valderrueda,832,N
AC00007,municipality,ES24184,Valdesamario,194,N
AC00007,municipality,ES24185,Val de San Lorenzo,505,N
AC00007,municipality,ES24187,Valdevimbre,978,N
AC00007,municipality,ES24188,Valencia de Don Juan,5351,N
AC00007,municipality,ES24189,Valverde de la Virgen,7328,N
AC00007,municipality,ES24190,Valverde-Enrique,155,N
AC00007,municipality,ES24191,Vallecillo,128,N
AC00007,municipality,ES24193,La Vecilla,386,N
AC00007,municipality,ES24194,Vegacervera,279,N
AC00007,municipality,ES24196,Vega de Espinareda,2069,N
AC00007,municipality,ES24197,Vega de Infanzones,854,N
AC00007,municipality,ES24198,Vega de Valcarce,606,N
AC00007,municipality,ES24199,Vegaquemada,439,N
AC00007,municipality,ES24201,Vegas del Condado,1114,N
AC00007,municipality,ES24202,Villablino,8620,S
AC00007,municipality,ES24203,Villabraz,97,N
AC00007,municipality,ES24205,Villadangos del Páramo,1132,N
AC00007,municipality,ES24206,Toral de los Vados,1846,N
AC00007,municipality,ES24207,Villademor de la Vega,327,N
AC00007,municipality,ES24209,Villafranca del Bierzo,2899,N
AC00007,municipality,ES24210,Villagatón,613,N
AC00007,municipality,ES24211,Villamandos,294,N
AC00007,municipality,ES24212,Villamañán,1126,N
AC00007,municipality,ES24213,Villamartín de Don Sancho,176,N
AC00007,municipality,ES24214,Villamejil,687,N
AC00007,municipality,ES24215,Villamol,164,N
AC00007,municipality,ES24216,Villamontán de la Valduerna,715,N
AC00007,municipality,ES24217,Villamoratiel de las Matas,143,N
AC00007,municipality,ES24218,Villanueva de las Manzanas,488,N
AC00007,municipality,ES24219,Villaobispo de Otero,541,N
AC00007,municipality,ES24221,Villaquejida,870,N
AC00007,municipality,ES24222,Villaquilambre,18638,N
AC00007,municipality,ES24223,Villarejo de Órbigo,2974,N
AC00007,municipality,ES24224,Villares de Órbigo,611,N
AC00007,municipality,ES24225,Villasabariego,1121,N
AC00007,municipality,ES24226,Villaselán,199,N
AC00007,municipality,ES24227,Villaturiel,1852,N
AC00007,municipality,ES24228,Villazala,665,N
AC00007,municipality,ES24229,Villazanzo de Valderaduey,419,N
AC00007,municipality,ES24230,Zotes del Páramo,427,N
AC00007,municipality,ES24901,Villamanín,949,N
AC00007,municipality,ES24902,Villaornate y Castro,356,N
RE_CATA,municipality,ES25001,Abella de la Conca,179,N
RE_CATA,municipality,ES25002,Àger,588,N
RE_CATA,municipality,ES25003,Agramunt,5371,N
RE_CATA,municipality,ES25004,Els Alamús,819,N
RE_CATA,municipality,ES25005,Alàs i Cerc,329,N
RE_CATA,municipality,ES25006,L'Albagés,369,N
RE_CATA,municipality,ES25007,Albatàrrec,2221,N
RE_CATA,municipality,ES25008,Albesa,1556,N
RE_CATA,municipality,ES25009,L'Albi,764,N
RE_CATA,municipality,ES25010,Alcanó,235,N
RE_CATA,municipality,ES25011,Alcarràs,9514,N
RE_CATA,municipality,ES25012,Alcoletge,3420,N
RE_CATA,municipality,ES25013,Alfarràs,2797,N
RE_CATA,municipality,ES25014,Alfés,312,N
RE_CATA,municipality,ES25015,Algerri,386,N
RE_CATA,municipality,ES25016,Alguaire,2971,N
RE_CATA,municipality,ES25017,Alins,276,N
RE_CATA,municipality,ES25019,Almacelles,6791,N
RE_CATA,municipality,ES25020,Almatret,307,N
RE_CATA,municipality,ES25021,Almenar,3398,N
RE_CATA,municipality,ES25022,Alòs de Balaguer,130,N
RE_CATA,municipality,ES25023,Alpicat,6255,N
RE_CATA,municipality,ES25024,Alt Àneu,405,N
RE_ARAN,municipality,ES25025,Naut Aran/Alto Arán,1803,N
RE_CATA,municipality,ES25027,Anglesola,1363,N
RE_CATA,municipality,ES25029,Arbeca,2144,N
RE_CATA,municipality,ES25030,El Pont de Bar,157,N
RE_ARAN,municipality,ES25031,Arres,65,N
RE_CATA,municipality,ES25032,Arsèguel,84,N
RE_CATA,municipality,ES25033,Artesa de Lleida,1504,N
RE_CATA,municipality,ES25034,Artesa de Segre,3432,N
RE_CATA,municipality,ES25035,La Sentiu de Sió,406,N
RE_CATA,municipality,ES25036,Aspa,224,N
RE_CATA,municipality,ES25037,Les Avellanes i Santa Linya,449,N
RE_CATA,municipality,ES25038,Aitona,2591,N
RE_CATA,municipality,ES25039,Baix Pallars,335,N
RE_CATA,municipality,ES25040,Balaguer,17162,S
RE_CATA,municipality,ES25041,Barbens,878,N
RE_CATA,municipality,ES25042,La Baronia de Rialb,237,N
RE_CATA,municipality,ES25043,La Vall de Boí,1021,N
RE_CATA,municipality,ES25044,Bassella,224,N
RE_ARAN,municipality,ES25045,Bausen,58,N
RE_CATA,municipality,ES25046,Belianes,525,N
RE_CATA,municipality,ES25047,Bellcaire d'Urgell,1230,N
RE_CATA,municipality,ES25048,Bell-lloc d'Urgell,2315,N
RE_CATA,municipality,ES25049,Bellmunt d'Urgell,185,N
RE_CATA,municipality,ES25050,Bellpuig,5133,N
RE_CATA,municipality,ES25051,Bellver de Cerdanya,1937,N
RE_CATA,municipality,ES25052,Bellvís,2255,N
RE_CATA,municipality,ES25053,Benavent de Segrià,1499,N
RE_CATA,municipality,ES25055,Biosca,176,N
RE_CATA,municipality,ES25056,Bovera,247,N
RE_ARAN,municipality,ES25057,Es Bòrdes/Las Bordas,259,N
RE_CATA,municipality,ES25058,Les Borges Blanques,6087,N
RE_ARAN,municipality,ES25059,Bossòst,1109,N
RE_CATA,municipality,ES25060,Cabanabona,75,N
RE_CATA,municipality,ES25061,Cabó,92,N
RE_CATA,municipality,ES25062,Camarasa,817,N
RE_ARAN,municipality,ES25063,Canejan,107,N
RE_CATA,municipality,ES25064,Castellar de la Ribera,134,N
RE_CATA,municipality,ES25067,Castelldans,960,N
RE_CATA,municipality,ES25068,Castellnou de Seana,683,N
RE_CATA,municipality,ES25069,Castelló de Farfanya,536,N
RE_CATA,municipality,ES25070,Castellserà,1003,N
RE_CATA,municipality,ES25071,Cava,47,N
RE_CATA,municipality,ES25072,Cervera,9180,S
RE_CATA,municipality,ES25073,Cervià de les Garrigues,640,N
RE_CATA,municipality,ES25074,Ciutadilla,208,N
RE_CATA,municipality,ES25075,Clariana de Cardener,157,N
RE_CATA,municipality,ES25076,El Cogul,158,N
RE_CATA,municipality,ES25077,Coll de Nargó,550,N
RE_CATA,municipality,ES25078,Corbins,1444,N
RE_CATA,municipality,ES25079,Cubells,343,N
RE_CATA,municipality,ES25081,L'Espluga Calba,341,N
RE_CATA,municipality,ES25082,Espot,364,N
RE_CATA,municipality,ES25085,Estaràs,162,N
RE_CATA,municipality,ES25086,Esterri d'Àneu,772,N
RE_CATA,municipality,ES25087,Esterri de Cardós,70,N
RE_CATA,municipality,ES25088,Estamariu,118,N
RE_CATA,municipality,ES25089,Farrera,116,N
RE_CATA,municipality,ES25092,La Floresta,147,N
RE_CATA,municipality,ES25093,Fondarella,784,N
RE_CATA,municipality,ES25094,Foradada,186,N
RE_CATA,municipality,ES25096,La Fuliola,1248,N
RE_CATA,municipality,ES25097,Fulleda,85,N
RE_CATA,municipality,ES25098,Gavet de la Conca,261,N
RE_CATA,municipality,ES25099,Golmés,1840,N
RE_CATA,municipality,ES25100,Gósol,206,N
RE_CATA,municipality,ES25101,La Granadella,712,N
RE_CATA,municipality,ES25102,La Granja d'Escarp,936,N
RE_CATA,municipality,ES25103,Granyanella,148,N
RE_CATA,municipality,ES25104,Granyena de Segarra,142,N
RE_CATA,municipality,ES25105,Granyena de les Garrigues,132,N
RE_CATA,municipality,ES25109,Guimerà,265,N
RE_CATA,municipality,ES25110,Guissona,7136,N
RE_CATA,municipality,ES25111,Guixers,134,N
RE_CATA,municipality,ES25112,Ivars de Noguera,334,N
RE_CATA,municipality,ES25113,Ivars d'Urgell,1531,N
RE_CATA,municipality,ES25114,Ivorra,104,N
RE_CATA,municipality,ES25115,Isona i Conca Dellà,1019,N
RE_CATA,municipality,ES25118,Juncosa,386,N
RE_CATA,municipality,ES25119,Juneda,3475,N
RE_CATA,municipality,ES25120,Lleida,138956,S
RE_ARAN,municipality,ES25121,Les,946,N
RE_CATA,municipality,ES25122,Linyola,2700,N
RE_CATA,municipality,ES25123,Lladorre,230,N
RE_CATA,municipality,ES25124,Lladurs,176,N
RE_CATA,municipality,ES25125,Llardecans,451,N
RE_CATA,municipality,ES25126,Llavorsí,352,N
RE_CATA,municipality,ES25127,Lles de Cerdanya,253,N
RE_CATA,municipality,ES25128,Llimiana,145,N
RE_CATA,municipality,ES25129,Llobera,188,N
RE_CATA,municipality,ES25130,Maldà,220,N
RE_CATA,municipality,ES25131,Massalcoreig,598,N
RE_CATA,municipality,ES25132,Massoteres,218,N
RE_CATA,municipality,ES25133,Maials,920,N
RE_CATA,municipality,ES25134,Menàrguens,806,N
RE_CATA,municipality,ES25135,Miralcamp,1351,N
RE_CATA,municipality,ES25136,La Molsosa,107,N
RE_CATA,municipality,ES25137,Mollerussa,14683,N
RE_CATA,municipality,ES25138,Montgai,625,N
RE_CATA,municipality,ES25139,Montellà i Martinet,579,N
RE_CATA,municipality,ES25140,Montferrer i Castellbò,1041,N
RE_CATA,municipality,ES25141,Montoliu de Segarra,179,N
RE_CATA,municipality,ES25142,Montoliu de Lleida,489,N
RE_CATA,municipality,ES25143,Montornès de Segarra,100,N
RE_CATA,municipality,ES25145,Nalec,87,N
RE_CATA,municipality,ES25146,Navès,280,N
RE_CATA,municipality,ES25148,Odèn,249,N
RE_CATA,municipality,ES25149,Oliana,1810,N
RE_CATA,municipality,ES25150,Oliola,197,N
RE_CATA,municipality,ES25151,Olius,986,N
RE_CATA,municipality,ES25152,Les Oluges,167,N
RE_CATA,municipality,ES25153,Els Omellons,211,N
RE_CATA,municipality,ES25154,Els Omells de na Gaia,131,N
RE_CATA,municipality,ES25155,Organyà,784,N
RE_CATA,municipality,ES25156,Os de Balaguer,994,N
RE_CATA,municipality,ES25157,Ossó de Sió,204,N
RE_CATA,municipality,ES25158,El Palau d'Anglesola,2166,N
RE_CATA,municipality,ES25161,Conca de Dalt,418,N
RE_CATA,municipality,ES25163,La Coma i la Pedra,265,N
RE_CATA,municipality,ES25164,Penelles,452,N
RE_CATA,municipality,ES25165,Peramola,347,N
RE_CATA,municipality,ES25166,Pinell de Solsonès,200,N
RE_CATA,municipality,ES25167,Pinós,287,N
RE_CATA,municipality,ES25168,El Poal,648,N
RE_CATA,municipality,ES25169,La Pobla de Cérvoles,191,N
RE_CATA,municipality,ES25170,Bellaguarda,287,N
RE_CATA,municipality,ES25171,La Pobla de Segur,2984,N
RE_CATA,municipality,ES25172,Ponts,2601,N
RE_CATA,municipality,ES25173,El Pont de Suert,2220,N
RE_CATA,municipality,ES25174,La Portella,728,N
RE_CATA,municipality,ES25175,Prats i Sansor,219,N
RE_CATA,municipality,ES25176,Preixana,385,N
RE_CATA,municipality,ES25177,Preixens,432,N
RE_CATA,municipality,ES25179,Prullans,231,N
RE_CATA,municipality,ES25180,Puiggròs,276,N
RE_CATA,municipality,ES25181,Puigverd d'Agramunt,255,N
RE_CATA,municipality,ES25182,Puigverd de Lleida,1355,N
RE_CATA,municipality,ES25183,Rialp,661,N
RE_CATA,municipality,ES25185,Ribera d'Urgellet,935,N
RE_CATA,municipality,ES25186,Riner,263,N
RE_CATA,municipality,ES25189,Rosselló,3145,N
RE_CATA,municipality,ES25190,Salàs de Pallars,320,N
RE_CATA,municipality,ES25191,Sanaüja,380,N
RE_CATA,municipality,ES25192,Sant Guim de Freixenet,1025,N
RE_CATA,municipality,ES25193,Sant Llorenç de Morunys,949,N
RE_CATA,municipality,ES25194,Sant Ramon,491,N
RE_CATA,municipality,ES25196,Sant Esteve de la Sarga,124,N
RE_CATA,municipality,ES25197,Sant Guim de la Plana,185,N
RE_CATA,municipality,ES25200,Sarroca de Lleida,363,N
RE_CATA,municipality,ES25201,Sarroca de Bellera,121,N
RE_CATA,municipality,ES25202,Senterada,137,N
RE_CATA,municipality,ES25203,La Seu d'Urgell,12089,S
RE_CATA,municipality,ES25204,Seròs,1922,N
RE_CATA,municipality,ES25205,Sidamon,734,N
RE_CATA,municipality,ES25206,El Soleràs,332,N
RE_CATA,municipality,ES25207,Solsona,9094,S
RE_CATA,municipality,ES25208,Soriguera,410,N
RE_CATA,municipality,ES25209,Sort,2149,N
RE_CATA,municipality,ES25210,Soses,1763,N
RE_CATA,municipality,ES25211,Sudanell,853,N
RE_CATA,municipality,ES25212,Sunyer,352,N
RE_CATA,municipality,ES25215,Talarn,585,N
RE_CATA,municipality,ES25216,Talavera,283,N
RE_CATA,municipality,ES25217,Tàrrega,17098,N
RE_CATA,municipality,ES25218,Tarrés,106,N
RE_CATA,municipality,ES25219,Tarroja de Segarra,187,N
RE_CATA,municipality,ES25220,Térmens,1333,N
RE_CATA,municipality,ES25221,Tírvia,131,N
RE_CATA,municipality,ES25222,Tiurana,73,N
RE_CATA,municipality,ES25223,Torà,1255,N
RE_CATA,municipality,ES25224,Els Torms,144,N
RE_CATA,municipality,ES25225,Tornabous,858,N
RE_CATA,municipality,ES25226,Torrebesses,282,N
RE_CATA,municipality,ES25227,La Torre de Cabdella,760,N
RE_CATA,municipality,ES25228,Torrefarrera,4605,N
RE_CATA,municipality,ES25230,Torregrossa,2202,N
RE_CATA,municipality,ES25231,Torrelameu,743,N
RE_CATA,municipality,ES25232,Torres de Segre,2277,N
RE_CATA,municipality,ES25233,Torre-serona,397,N
RE_CATA,municipality,ES25234,Tremp,5844,S
RE_CATA,municipality,ES25238,Vallbona de les Monges,233,N
RE_CATA,municipality,ES25239,Les Valls de Valira,791,N
RE_CATA,municipality,ES25240,Vallfogona de Balaguer,1876,N
RE_CATA,municipality,ES25242,Verdú,919,N
RE_ARAN,municipality,ES25243,Vielha e Mijaran/Viella Mitg Arán,5559,N
RE_CATA,municipality,ES25244,Vilagrassa,541,N
RE_CATA,municipality,ES25245,Vilaller,561,N
RE_ARAN,municipality,ES25247,Vilamòs,187,N
RE_CATA,municipality,ES25248,Vilanova de Bellpuig,1181,N
RE_CATA,municipality,ES25249,Vilanova de l'Aguda,197,N
RE_CATA,municipality,ES25250,Vilanova de Meià,389,N
RE_CATA,municipality,ES25251,Vilanova de Segrià,977,N
RE_CATA,municipality,ES25252,Vila-sana,742,N
RE_CATA,municipality,ES25253,El Vilosell,169,N
RE_CATA,municipality,ES25254,Vilanova de la Barca,1036,N
RE_CATA,municipality,ES25255,Vinaixa,470,N
RE_CATA,municipality,ES25901,Vall de Cardós,364,N
RE_CATA,municipality,ES25902,Sant Martí de Riucorb,646,N
RE_CATA,municipality,ES25903,La Guingueta d'Àneu,297,N
RE_CATA,municipality,ES25904,Castell de Mur,183,N
RE_CATA,municipality,ES25905,Ribera d'Ondara,426,N
RE_CATA,municipality,ES25906,Les Valls d'Aguilar,260,N
RE_CATA,municipality,ES25907,Torrefeta i Florejacs,602,N
RE_CATA,municipality,ES25908,Fígols i Alinyà,252,N
RE_CATA,municipality,ES25909,La Vansa i Fórnols,161,N
RE_CATA,municipality,ES25910,Josa i Tuixén,106,N
RE_CATA,municipality,ES25911,Els Plans de Sió,506,N
RE_CATA,municipality,ES25912,Gimenells i el Pla de la Font,1111,N
RE_CATA,municipality,ES25913,Riu de Cerdanya,93,N
AC00017,municipality,ES26001,Ábalos,257,N
AC00017,municipality,ES26002,Agoncillo,1102,N
AC00017,municipality,ES26003,Aguilar del Río Alhama,460,N
AC00017,municipality,ES26004,Ajamil de Cameros,66,N
AC00017,municipality,ES26005,Albelda de Iregua,3446,N
AC00017,municipality,ES26006,Alberite,2422,N
AC00017,municipality,ES26007,Alcanadre,643,N
AC00017,municipality,ES26008,Aldeanueva de Ebro,2761,N
AC00017,municipality,ES26009,Alesanco,505,N
AC00017,municipality,ES26010,Alesón,99,N
AC00017,municipality,ES26011,Alfaro,9476,N
AC00017,municipality,ES26012,Almarza de Cameros,36,N
AC00017,municipality,ES26013,Anguciana,433,N
AC00017,municipality,ES26014,Anguiano,497,N
AC00017,municipality,ES26015,Arenzana de Abajo,230,N
AC00017,municipality,ES26016,Arenzana de Arriba,29,N
AC00017,municipality,ES26017,Arnedillo,419,N
AC00017,municipality,ES26018,Arnedo,14875,N
AC00017,municipality,ES26019,Arrúbal,506,N
AC00017,municipality,ES26020,Ausejo,780,N
AC00017,municipality,ES26021,Autol,4512,N
AC00017,municipality,ES26022,Azofra,215,N
AC00017,municipality,ES26023,Badarán,482,N
AC00017,municipality,ES26024,Bañares,241,N
AC00017,municipality,ES26025,Baños de Rioja,91,N
AC00017,municipality,ES26026,Baños de Río Tobía,1579,N
AC00017,municipality,ES26027,Berceo,157,N
AC00017,municipality,ES26028,Bergasa,148,N
AC00017,municipality,ES26029,Bergasillas Bajera,37,N
AC00017,municipality,ES26030,Bezares,22,N
AC00017,municipality,ES26031,Bobadilla,100,N
AC00017,municipality,ES26032,Brieva de Cameros,44,N
AC00017,municipality,ES26033,Briñas,193,N
AC00017,municipality,ES26034,Briones,745,N
AC00017,municipality,ES26035,Cabezón de Cameros,18,N
AC00017,municipality,ES26036,Calahorra,24220,S
AC00017,municipality,ES26037,Camprovín,151,N
AC00017,municipality,ES26038,Canales de la Sierra,91,N
AC00017,municipality,ES26039,Canillas de Río Tuerto,40,N
AC00017,municipality,ES26040,Cañas,102,N
AC00017,municipality,ES26041,Cárdenas,136,N
AC00017,municipality,ES26042,Casalarreina,1098,N
